Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Enero 1767,*Marta la Romarantina,,,,,5793,Los ociosos,,Entremés,1,1766,,Sainete: El reverso del sarao,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Enero 1767,El tercero de su afrenta,,,,,1146,Los pajes,,Entremés,1,,,Sainete: Doña Cristobala,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Enero 1767,El tercero de su afrenta,,,,,1011,Los pajes,,Entremés,1,,,Sainete: Doña Cristobala,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Enero 1767,El duelo contra su padre,,,,,1391,La rosca,,Entremés,1,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Enero 1767,El duelo contra su padre,,,,,751,La rosca,,Entremés,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Enero 1767,El duelo contra su padre,,,,,1531,La rosca,,Entremés,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Enero 1767,El amo criado,,,,,1101,El amigo,,Entremés,1,,,Sainete: El indiano,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Enero 1767,El amo criado,,,,,519,El amigo,,Entremés,1,,,Sainete: El indiano,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Enero 1767,*Divertir a las visitas,Folla,3,,1767,5292,Más poderoso es amor que el encanto y el valo,,Folla,,,,Introducción: La pitiüesa; Fin de fiesta,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Enero 1767,*Divertir a las visitas,Folla,3,,1767,4149,Más poderoso es amor que el encanto y el valo,,Folla,,,,Introducción: La pitiüesa; Fin de fiesta,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Enero 1767,*Divertir a las visitas,Folla,3,,1767,2112,Más poderoso es amor que el encanto y el valo,,Folla,,,,Introducción: La pitiüesa; Fin de fiesta,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Enero 1767,*Divertir a las visitas,Folla,3,,1767,2066,Más poderoso es amor que el encanto y el valo,,Folla,,,,Introducción: La pitiüesa; Fin de fiesta,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Enero 1767,*Divertir a las visitas,Folla,3,,1767,1204,Más poderoso es amor que el encanto y el valo,,Folla,,,,Introducción: La pitiüesa; Fin de fiesta,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Enero 1767,Don Lucas del Cigarral,,,,,472,El estudiante,,Entremés,1,,,Sainete: El examen,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Enero 1767,Don Lucas del Cigarral,,,,,906,El estudiante,,Entremés,1,,,Sainete: El examen,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Enero 1767,Don Lucas del Cigarral,,,,,749,El estudiante,,Entremés,1,,,Sainete: El examen,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Febrero 1767,El falso nuncio de Portugal,,,,,1137,Las patas de vaca,,Entremés,1,,,Baile: Válgame Dios,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Febrero 1767,El falso nuncio de Portugal,,,,,609,Las patas de vaca,,Entremés,1,,,Baile: Válgame Dios,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Febrero 1767,El parecido en la Corte,,,,,515,Las cortesías,,Entremés,1,,,Sainete: El ensayo,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Febrero 1767,El parecido en la Corte,,,,,1154,Las cortesías,,Entremés,1,,,Sainete: El ensayo,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Febrero 1767,Los carboneros de Francia,,,,,909,Tomarontos,,Sainete,1,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Febrero 1767,Los carboneros de Francia,,,,,2381,Tomarontos,,Sainete,1,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Febrero 1767,Los carboneros de Francia,,,,,1255,Tomarontos,,Sainete,1,,,,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Febrero 1767,El príncipe perseguido,,,,,1280,Zancajo y Chinela,,Entremés,1,,,Sainete: El doblón de a ocho,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Febrero 1767,El príncipe perseguido,,,,,1059,Zancajo y Chinela,,Entremés,1,,,Sainete: El doblón de a ocho,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Febrero 1767,El primer asistente de Sevilla,,,,,1180,Los enharinados,,Entremés,1,,,Sainete: La mal casada,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Febrero 1767,El primer asistente de Sevilla,,,,,866,Los enharinados,,Entremés,1,,,Sainete: La mal casada,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Febrero 1767,*Los cazadores,,Zarzuela,,,2090,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Febrero 1767,*Los cazadores,,Zarzuela,,,2284,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Febrero 1767,*Los cazadores,,Zarzuela,,,2696,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Febrero 1767,*Los cazadores,,Zarzuela,,,3626,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Febrero 1767,*Los cazadores,,Zarzuela,,,4519,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Febrero 1767,*Los cazadores,,Zarzuela,,,2433,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Febrero 1767,*Los cazadores,,Zarzuela,,,2293,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Febrero 1767,*Los cazadores,,Zarzuela,,,2752,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Marzo 1767,*Los cazadores,,Zarzuela,,,3156,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Marzo 1767,*Los cazadores,,Zarzuela,,,2021,,,Pantomima,,,,"Sainete, Fin de fiesta",María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Abril 1767,El mentiroso en la Corte,,,,,4806,,,,,,,Sainete de Ramón de la Cruz,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Abril 1767,El mentiroso en la Corte,,,,,3824,,,,,,,Sainete de Ramón de la Cruz,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Abril 1767,El mentiroso en la Corte,,,,,4125,,,,,,,Sainete de Ramón de la Cruz,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Abril 1767,El mentiroso en la Corte,,,,,2783,,,,,,,Sainete de Ramón de la Cruz,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Abril 1767,El mentiroso en la Corte,,,,,1808,,,,,,,Sainete de Ramón de la Cruz,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Abril 1767,El tetrarca de Jerusalén,,,,,3013,Las bocas grandes,,Entremés,,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Abril 1767,El tetrarca de Jerusalén,,,,,1563,Las bocas grandes,,Entremés,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Abril 1767,El tetrarca de Jerusalén,,,,,2561,Las bocas grandes,,Entremés,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Abril 1767,El villano del Danubio,,,,,1076,El alcalde Calvatrueno,,Entremés,,,,s. de música,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Abril 1767,El villano del Danubio,,,,,1057,El alcalde Calvatrueno,,Entremés,,,,s. de música,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Abril 1767,Lo que va de cetro a cetro,,,,,1081,Doña Rodríguez,,Entremés,,,,Baile: La novia para otro,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Abril 1767,Lo que va de cetro a cetro,,,,,878,Doña Rodríguez,,Entremés,,,,Baile: La novia para otro,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Mayo 1767,La lavandera de Nápoles,,,,,1789,El sí,,Entremés,,,,Sainete: Ayala músico,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Mayo 1767,La lavandera de Nápoles,,,,,1170,El sí,,Entremés,,,,Sainete: Ayala músico,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Mayo 1767,La lavandera de Nápoles,,,,,1916,El sí,,Entremés,,,,Sainete: Ayala músico,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Mayo 1767,El bastardo de Aragón,,,,,1518,Los enharinados,,Entremés,,,,Sainete: El faldero,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Mayo 1767,El bastardo de Aragón,,,,,1117,Los enharinados,,Entremés,,,,Sainete: El faldero,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Mayo 1767,El mariscal de Virón,,,,,1132,El hambriento,,Entremés,,,,Baile: El indiano de Lima,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Mayo 1767,El mariscal de Virón,,,,,1463,El hambriento,,Entremés,,,,Baile: El indiano de Lima,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Mayo 1767,Los esclavos de su esclava,,,,,1774,Las conclusiones,,Entremés,,,,Sainete: El chasco de los aderezos,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Mayo 1767,Los esclavos de su esclava,,,,,1285,Las conclusiones,,Entremés,,,,Sainete: El chasco de los aderezos,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Mayo 1767,Los esclavos de su esclava,,,,,1904,Las conclusiones,,Entremés,,,,Sainete: El chasco de los aderezos,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Mayo 1767,La dama capitán,,,,,1127,Los gansos,,Entremés,,,,Sainete: El ultramarino,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Mayo 1767,La dama capitán,,,,,539,Los gansos,,Entremés,,,,Sainete: El ultramarino,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Mayo 1767,El valiente Campuzano,,,,,833,Los porfiados,,Entremés,,,,Sainete: La mal casada,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Mayo 1767,El valiente Campuzano,,,,,730,Los porfiados,,Entremés,,,,Sainete: La mal casada,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Mayo 1767,La conquista de Granada (ilustre hazaña de Garcilaso de la Vega),,,,,1448,,,,,,,,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Mayo 1767,La conquista de Granada (ilustre hazaña de Garcilaso de la Vega),,,,,1072,,,,,,,,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Mayo 1767,El triunfo del Ave María,,,,,3843,El dragoncillo,,Entremés,,,,,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Mayo 1767,El amo criado,,,,,693,El fariseo,,Entremés,,,,Sainete: El ultramarino,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Mayo 1767,El paje mudo,,Zarzuela,,,1851,,,,,,,Pantomima; Los esclavos fingidos,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Mayo 1767,El paje mudo,,Zarzuela,,,1552,,,,,,,Pantomima; Los esclavos fingidos,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Mayo 1767,El paje mudo,,Zarzuela,,,1558,,,,,,,Pantomima; Los esclavos fingidos,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Mayo 1767,El paje mudo,,Zarzuela,,,1079,,,,,,,Pantomima; Los esclavos fingidos,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Mayo 1767,El yerro del entendido,,,,,1473,Los médicos del agua,,Entremés,,,,Sainete: El paire,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Mayo 1767,El yerro del entendido,,,,,2179,Los médicos del agua,,Entremés,,,,Sainete: El paire,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Mayo 1767,El yerro del entendido,,,,,768,Los médicos del agua,,Entremés,,,,Sainete: El paire,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Mayo 1767,La cortesana en la sierra,,,,,894,El sacristán Torote,,Entremés,,,,Sainete: Los novios fingidos,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Mayo 1767,La cortesana en la sierra,,,,,660,El sacristán Torote,,Entremés,,,,Sainete: Los novios fingidos,María Hidalgo,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Mayo 1767,La cortesana en la sierra,,,,,1757,El sacristán Torote,,Entremés,,,,Sainete: Los novios fingidos,María Hidalgo,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Mayo 1767,Los bandos de Vizcaya,,,,,1173,El ropero burlado,,Entremés,,,,Sainete: El reto de las mujeres,María Hidalgo,Friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Mayo 1767,Los bandos de Vizcaya,,,,,1502,El ropero burlado,,Entremés,,,,Sainete: El reto de las mujeres,María Hidalgo,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31 Mayo 1767,Los bandos de Vizcaya,,,,,2164,El ropero burlado,,Entremés,,,,Sainete: El reto de las mujeres,María Hidalgo,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Junio 1767,La fuerza del natural,,,,,1081,Zancajo y Chinela,,Entremés,,,,Sainete: La tertulia,María Hidalgo,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Junio 1767,La fuerza del natural,,,,,562,Zancajo y Chinela,,Entremés,,,,Sainete: La tertulia,María Hidalgo,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
