Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
23 Noviembre 1766,El duelo contra su dama,,,,,1917,Lorenzo mujer,,Entremés,1,,,Sainete: La visita de la Pereira,Nicolás de la Calle,Sunday
24 Noviembre 1766,El catalán Serrallonga,,,,,790,La tranca,,Entremés,1,,,Sainete: La enferma de mal de boda,Nicolás de la Calle,Monday
25 Noviembre 1766,El catalán Serrallonga,,,,,438,La tranca,,Entremés,1,,,Sainete: La enferma de mal de boda,Nicolás de la Calle,Tuesday
26 Noviembre 1766,Las cuentas del Gran Capitán,,,,,976,La tranca,,Entremés,1,,,Sainete: La enferma de mal de boda,Nicolás de la Calle,Wednesday
27 Noviembre 1766,*Las pescadoras,,Zarzuela,,,4910,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte) - premier,Nicolás de la Calle,Thursday
28 Noviembre 1766,*Las pescadoras,,Zarzuela,,,4725,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Friday
29 Noviembre 1766,*Las pescadoras,,Zarzuela,,,3803,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Saturday
30 Noviembre 1766,*Las pescadoras,,Zarzuela,,,5337,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Sunday
02 Diciembre 1766,*Las pescadoras,,Zarzuela,,,2894,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Tuesday
03 Diciembre 1766,*Las pescadoras,,Zarzuela,,,2946,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Wednesday
04 Diciembre 1766,*Las pescadoras,,Zarzuela,,,2532,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Thursday
05 Diciembre 1766,*Las pescadoras,,Zarzuela,,,1989,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Friday
06 Diciembre 1766,*Las pescadoras,,Zarzuela,,,1563,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Saturday
07 Diciembre 1766,*Las pescadoras,,Zarzuela,,,3933,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Sunday
08 Diciembre 1766,*Las pescadoras,,Zarzuela,,,3437,La comedia casera (1ª parte),,Entremés,1,1766,,Sainete: La comedia casera (2ª parte),Nicolás de la Calle,Monday
09 Diciembre 1766,La desdicha de la voz,,,,,2145,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Tuesday
10 Diciembre 1766,La desdicha de la voz,,,,,1979,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Wednesday
11 Diciembre 1766,La desdicha de la voz,,,,,1739,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Thursday
12 Diciembre 1766,La desdicha de la voz,,,,,1511,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Friday
13 Diciembre 1766,La desdicha de la voz,,,,,1436,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Saturday
14 Diciembre 1766,La desdicha de la voz,,,,,3340,Estudiantes y soldados,,Entremés,1,,,Sainete: La música a oscuras,Nicolás de la Calle,Sunday
15 Diciembre 1766,Casarse por vengarse,,,,,1583,El barbero borracho,,Entremés,1,,,Sainete: El incendio,Nicolás de la Calle,Monday
16 Diciembre 1766,Casarse por vengarse,,,,,1584,El barbero borracho,,Entremés,1,,,Sainete: El incendio,Nicolás de la Calle,Tuesday
17 Diciembre 1766,Casarse por vengarse,,,,,654,El barbero borracho,,Entremés,1,,,Sainete: El incendio,Nicolás de la Calle,Wednesday
18 Diciembre 1766,Si una vez llega a querer la más firme es la mujer,,,,,1512,Los estafadores,,Entremés,1,,,Sainete: La residencia de Pozuelo,Nicolás de la Calle,Thursday
19 Diciembre 1766,Si una vez llega a querer la más firme es la mujer,,,,,1580,Los estafadores,,Entremés,1,,,Sainete: La residencia de Pozuelo,Nicolás de la Calle,Friday
20 Diciembre 1766,Si una vez llega a querer la más firme es la mujer,,,,,1453,Los estafadores,,Entremés,1,,,Sainete: La residencia de Pozuelo,Nicolás de la Calle,Saturday
21 Diciembre 1766,Si una vez llega a querer la más firme es la mujer,,,,,3392,Los estafadores,,Entremés,1,,,Sainete: La residencia de Pozuelo,Nicolás de la Calle,Sunday
25 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,5647,Los chascos,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Thursday
26 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,6057,Los chascos,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Friday
27 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,6407,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Saturday
28 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,6778,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Sunday
29 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,6056,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Monday
30 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,6106,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Tuesday
31 Diciembre 1766,"*No hay en amor fineza, la Niteti",,,,1766,5815,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Wednesday
01 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5575,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Thursday
02 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5558,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Friday
03 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,6120,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Saturday
04 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5960,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Sunday
05 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5209,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Monday
06 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5906,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Tuesday
07 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5413,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Wednesday
08 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5878,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Thursday
09 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,4677,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Friday
10 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3845,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Saturday
11 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5000,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Sunday
12 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,4669,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Monday
13 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3902,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Tuesday
14 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3717,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Wednesday
15 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,4392,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Thursday
16 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3446,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Friday
17 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3508,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Saturday
18 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,5737,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Sunday
19 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3007,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Monday
20 Enero 1767,"*No hay en amor fineza, la Niteti",,,,1766,3401,El simple discreto,,Entremés,1,1766,,Sainete: La verdad desnuda,Nicolás de la Calle,Tuesday
21 Enero 1767,El ricohombre de Alcalá,,,,,1598,El fariseo,,Entremés,1,,,Sainete: La visita de novios,Nicolás de la Calle,Wednesday
22 Enero 1767,El ricohombre de Alcalá,,,,,634,El fariseo,,Entremés,1,,,Sainete: La visita de novios,Nicolás de la Calle,Wednesday
23 Enero 1767,Juan Labrador,,,,,1037,Los enharinados,,Entremés,1,,,Baile: Las granaderas,Nicolás de la Calle,Thursday
24 Enero 1767,Juan Labrador,,,,,722,Los enharinados,,Entremés,1,,,Baile: Las granaderas,Nicolás de la Calle,Friday
25 Enero 1767,Juan Labrador,,,,,864,Los enharinados,,Entremés,1,,,Baile: Las granaderas,Nicolás de la Calle,Saturday
26 Enero 1767,La hija del aire  (1ª parte),Pedro Calderón de la Barca,,,,1445,Don Terencio,,Entremés,1,,,Sainete: La junta de payos,Nicolás de la Calle,Sunday
27 Enero 1767,La hija del aire  (1ª parte),Pedro Calderón de la Barca,,,,855,Don Terencio,,Entremés,1,,,Sainete: La junta de payos,Nicolás de la Calle,Monday
28 Enero 1767,La hija del aire  (2ª parte),Pedro Calderón de la Barca,,,,963,El hambriento,,Entremés,1,,,Baile: El degüello general,Nicolás de la Calle,Tuesday
29 Enero 1767,La hija del aire  (2ª parte),Pedro Calderón de la Barca,,,,983,El hambriento,,Entremés,1,,,Baile: El degüello general,Nicolás de la Calle,Wednesday
30 Enero 1767,Afectos de odio y de amor,,,,,1247,Pelícano y Ratón,,Entremés,1,,,Sainete: La petimetra en el tocador,Nicolás de la Calle,Thursday
31 Enero 1767,Afectos de odio y de amor,,,,,793,Pelícano y Ratón,,Entremés,1,,,Sainete: La petimetra en el tocador,Nicolás de la Calle,Friday
01 Febrero 1767,Afectos de odio y de amor,,,,,992,Pelícano y Ratón,,Entremés,1,,,Sainete: La petimetra en el tocador,Nicolás de la Calle,Sunday
02 Febrero 1767,Las armas de la hermosura,,,,,1220,Las sombras,,Entremés,1,,,Sainete: El gallego agente,Nicolás de la Calle,Sunday
03 Febrero 1767,Las armas de la hermosura,,,,,748,Las sombras,,Entremés,1,,,Sainete: El gallego agente,Nicolás de la Calle,Monday
04 Febrero 1767,Mudanzas de la fortuna,,,,,852,Las cortesías,,Entremés,1,,,Baile: El indiano de Lima,Nicolás de la Calle,Tuesday
05 Febrero 1767,Mudanzas de la fortuna,,,,,1435,Las cortesías,,Entremés,1,,,Baile: El indiano de Lima,Nicolás de la Calle,Wednesday
06 Febrero 1767,No hay contra lealtad cautelas,,,,,992,El asaeteado,,Entremés,1,,,Sainete: La procesión de payos,Nicolás de la Calle,Thursday
07 Febrero 1767,No hay contra lealtad cautelas,,,,,998,El asaeteado,,Entremés,1,,,Sainete: La procesión de payos,Nicolás de la Calle,Friday
08 Febrero 1767,No hay contra lealtad cautelas,,,,,1978,El asaeteado,,Entremés,1,,,Sainete: La procesión de payos,Nicolás de la Calle,Saturday
09 Febrero 1767,Los amantes de Teruel,,,,,1754,Los buñuelos,,Entremés,1,,,Sainete: El abate músico,Nicolás de la Calle,Sunday
10 Febrero 1767,Los amantes de Teruel,,,,,1637,Los buñuelos,,Entremés,1,,,Sainete: El abate músico,Nicolás de la Calle,Monday
11 Febrero 1767,Los amantes de Teruel,,,,,1009,Los buñuelos,,Entremés,1,,,Sainete: El abate músico,Nicolás de la Calle,Tuesday
12 Febrero 1767,El catalán Serrallonga,,,,,1355,Las mariquitas,,Entremés,1,,,Baile: La convocatoria,Nicolás de la Calle,Wednesday
13 Febrero 1767,El catalán Serrallonga,,,,,744,Las mariquitas,,Entremés,1,,,Baile: La convocatoria,Nicolás de la Calle,Thursday
14 Febrero 1767,El catalán Serrallonga,,,,,610,Las mariquitas,,Entremés,1,,,Baile: La convocatoria,Nicolás de la Calle,Friday
15 Febrero 1767,*Alejandro en la India,,,,1766,5459,El casado por fuerza,,Entremés,1,1766,,Sainete: La embarazada ridícula - premier,Nicolás de la Calle,Saturday
16 Febrero 1767,*Alejandro en la India,,,,1767,3405,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Sunday
17 Febrero 1767,*Alejandro en la India,,,,1767,2790,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Monday
18 Febrero 1767,*Alejandro en la India,,,,1767,3218,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Tuesday
19 Febrero 1767,*Alejandro en la India,,,,1767,2770,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Wednesday
20 Febrero 1767,*Alejandro en la India,,,,1767,3592,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Thursday
21 Febrero 1767,*Alejandro en la India,,,,1767,2658,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Friday
22 Febrero 1767,*Alejandro en la India,,,,1767,5199,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Saturday
23 Febrero 1767,*Alejandro en la India,,,,1767,3528,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Sunday
24 Febrero 1767,*Alejandro en la India,,,,1767,3195,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Monday
25 Febrero 1767,*Alejandro en la India,,,,1767,2580,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Tuesday
26 Febrero 1767,*Alejandro en la India,,,,1767,2486,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Wednesday
27 Febrero 1767,*Alejandro en la India,,,,1767,2344,El casado por fuerza,,Entremés,1,1767,,Sainete: La embarazada ridícula,Nicolás de la Calle,Thursday
28 Febrero 1767,*Las pescadoras,,Zarzuela,,1767,2647,El casado por fuerza,,Entremés,1,1767,,Sainete: Antón el albañil,Nicolás de la Calle,Friday
01 Marzo 1767,*Las pescadoras,,Zarzuela,,1766,2560,El casado por fuerza,,Entremés,1,1766,,Sainete: Antón el albañil,Nicolás de la Calle,Saturday
02 Marzo 1767,*Las pescadoras,,Zarzuela,,1766,4341,El casado por fuerza,,Entremés,1,1766,,Sainete: Antón el albañil,Nicolás de la Calle,Sunday
03 Marzo 1767,*Las pescadoras,,Zarzuela,,1766,3175,El casado por fuerza,,Entremés,1,1766,,Sainete: Antón el albañil,Nicolás de la Calle,Monday
19 Abril 1767,Dar tiempo al tiempo,,,,,5351,,,,,,,Sainete: La merienda en el jardín,Nicolás de la Calle,Tuesday
20 Abril 1767,Dar tiempo al tiempo,,,,,3519,,,,,,,Sainete: La merienda en el jardín,Nicolás de la Calle,Sunday
21 Abril 1767,Dar tiempo al tiempo,,,,,3189,,,,,,,Sainete: La merienda en el jardín,Nicolás de la Calle,Monday
22 Abril 1767,Dar tiempo al tiempo,,,,,1725,,,,,,,Sainete: La merienda en el jardín,Nicolás de la Calle,Tuesday
23 Abril 1767,Manos blancas no ofenden,,,,,2546,Don Calceta,,,,,,Sainete: Los bailes de Lavapiés,Nicolás de la Calle,Wednesday
24 Abril 1767,Manos blancas no ofenden,,,,,1451,Don Calceta,,,,,,Sainete: Los bailes de Lavapiés,Nicolás de la Calle,Thursday
25 Abril 1767,De fuera vendrá quien de casa nos echará,,,,,757,,,Entremés,,,,,Nicolás de la Calle,Friday
26 Abril 1767,De fuera vendrá quien de casa nos echará,,,,,1545,,,Entremés,,,,,Nicolás de la Calle,Saturday
27 Abril 1767,Doña Inés de Castro,,,,,1068,El borracho,,,,,,Sainete: Las damas defendidas,Nicolás de la Calle,Sunday
28 Abril 1767,Doña Inés de Castro,,,,,999,El borracho,,,,,,Sainete: Las damas defendidas,Nicolás de la Calle,Monday
29 Abril 1767,La dama presidente,,,,,913,La manta,,Entremés,,,,Baile: El novio engañado,Nicolás de la Calle,Tuesday
30 Abril 1767,La dama presidente,,,,,891,La manta,,Entremés,,,,Baile: El novio engañado,Nicolás de la Calle,Wednesday
01 Mayo 1767,El montañés en la Corte,,,,,2135,El robador robado,,Entremés,,,,Sainete: El cochero,Nicolás de la Calle,Thursday
02 Mayo 1767,El montañés en la Corte,,,,,1242,El robador robado,,Entremés,,,,Sainete: El cochero,Nicolás de la Calle,Friday
03 Mayo 1767,El montañés en la Corte,,,,,2019,El robador robado,,Entremés,,,,Sainete: El cochero,Nicolás de la Calle,Saturday
04 Mayo 1767,Lo mejor es lo mejor,,,,,884,El pleito del italiano,,Entremés,,,,Sainete: Las damas finas,Nicolás de la Calle,Sunday
05 Mayo 1767,Lo mejor es lo mejor,,,,,690,El pleito del italiano,,Entremés,,,,Sainete: Las damas finas,Nicolás de la Calle,Monday
06 Mayo 1767,La mujer de Peribáñez,,,,,1130,El sacristán Chinchilla,,Entremés,,,,Sainete: La pragmática (1ª parte),Nicolás de la Calle,Tuesday
07 Mayo 1767,La mujer de Peribáñez,,,,,1503,El sacristán Chinchilla,,Entremés,,,,Sainete: La pragmática (1ª parte),Nicolás de la Calle,Wednesday
08 Mayo 1767,No hay contra lealtad cautelas,,,,,854,El fariseo,,Entremés,,,,Sainete: El cartel de novias,Nicolás de la Calle,Thursday
09 Mayo 1767,Primero es la honra,,,,,819,El argumento,,Entremés,,,,Sainete: El tío Felipe (1ª parte),Nicolás de la Calle,Friday
10 Mayo 1767,Primero es la honra,,,,,811,El argumento,,Entremés,,,,Sainete: El tío Felipe (1ª parte),Nicolás de la Calle,Saturday
11 Mayo 1767,El desdén con el desdén,,,,,1702,El agente de sus negocios,,Entremés,,,,Sainete: La bella madre,Nicolás de la Calle,Sunday
12 Mayo 1767,El desdén con el desdén,,,,,909,El agente de sus negocios,,Entremés,,,,Sainete: La bella madre,Nicolás de la Calle,Monday
13 Mayo 1767,Los áspides de Cleopatra,,,,,888,El cuero y angelitos,,Entremés,,,,Baile: Los sastres burlones,Nicolás de la Calle,Tuesday
14 Mayo 1767,Los áspides de Cleopatra,,,,,563,El cuero y angelitos,,Entremés,,,,Baile: Los sastres burlones,Nicolás de la Calle,Wednesday
15 Mayo 1767,El honor da entendimiento,,,,,839,El Morgollo,,Entremés,,,,Sainete: La noche de San Pedro,Nicolás de la Calle,Thursday
16 Mayo 1767,El honor da entendimiento,,,,,588,El Morgollo,,Entremés,,,,Sainete: La noche de San Pedro,Nicolás de la Calle,Friday
17 Mayo 1767,El honor da entendimiento,,,,,1995,El Morgollo,,Entremés,,,,Sainete: La noche de San Pedro,Juan Ponce,Saturday
18 Mayo 1767,Mudanzas de la fortuna,,,,,490,Los buñuelos,,Entremés,,,,Sainete: La enferma de mal de boda,Juan Ponce,Sunday
19 Mayo 1767,El filósofo aldeano,,,,,1493,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Monday
20 Mayo 1767,El filósofo aldeano,,Zarzuela,,,1997,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Tuesday
21 Mayo 1767,El filósofo aldeano,,Zarzuela,,,2562,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Wednesday
22 Mayo 1767,El filósofo aldeano,,Zarzuela,,,1987,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Thursday
23 Mayo 1767,El filósofo aldeano,,Zarzuela,,,2144,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Friday
24 Mayo 1767,El filósofo aldeano,,Zarzuela,,,3795,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Saturday
25 Mayo 1767,El filósofo aldeano,,Zarzuela,,,1222,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Sunday
26 Mayo 1767,El filósofo aldeano,,Zarzuela,,,1468,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Monday
27 Mayo 1767,El filósofo aldeano,,Zarzuela,,,1319,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Tuesday
28 Mayo 1767,El filósofo aldeano,,Zarzuela,,,2585,La tertulia,,Entremés,,,,Sainete: El crédulo,Juan Ponce,Wednesday
29 Mayo 1767,Progne y Filomena,,Zarzuela,,,2586,Las nueces,,Entremés,,,,Sainete: La fuente de la felicidad,Juan Ponce,Thursday
30 Mayo 1767,Progne y Filomena,,,,,2834,Las nueces,,Entremés,,,,Sainete: La fuente de la felicidad,Juan Ponce,Friday
31 Mayo 1767,Progne y Filomena,,,,,3546,Las nueces,,Entremés,,,,Sainete: La fuente de la felicidad,Juan Ponce,Saturday
01 Junio 1767,Progne y Filomena,,,,,1640,Las nueces,,Entremés,,,,Sainete: La fuente de la felicidad,Juan Ponce,Sunday
02 Junio 1767,También hay duelo en las damas,,,,,1593,La ocasión hace al ladrón,,Entremés,,,,Sainete: La muda enamorada,Juan Ponce,Monday
03 Junio 1767,También hay duelo en las damas,,,,,1118,La ocasión hace al ladrón,,Entremés,,,,Sainete: La muda enamorada,Juan Ponce,Tuesday
04 Junio 1767,El picarito en España,,,,,1043,La tranca,,Entremés,,,,Sainete: La residencia de Pozuelo,Juan Ponce,Wednesday
05 Junio 1767,El picarito en España,,,,,947,La tranca,,Entremés,,,,Sainete: La residencia de Pozuelo,Juan Ponce,Thursday
06 Junio 1767,La inocencia perseguida,,,,,1779,El sordo y el confiado,,Entremés,,,,Sainete: El picapedrero,Juan Ponce,Friday
07 Junio 1767,La inocencia perseguida,,,,,2602,El sordo y el confiado,,Entremés,,,,Sainete: El picapedrero,Juan Ponce,Saturday
08 Junio 1767,La inocencia perseguida,,,,,2339,El sordo y el confiado,,Entremés,,,,Sainete: El picapedrero,Juan Ponce,Sunday
09 Junio 1767,La inocencia perseguida,,,,,1582,El sordo y el confiado,,Entremés,,,,Sainete: El picapedrero,Juan Ponce,Monday
10 Junio 1767,El pleito de Hernán Cortés,,,,,1114,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Tuesday
11 Junio 1767,El pleito de Hernán Cortés,,,,,1269,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Wednesday
12 Junio 1767,El maestro de Alejandro,,,,,919,El hermano burlado,,Entremés,,,,Sainete: La visita de novios,Juan Ponce,Thursday
13 Junio 1767,El maestro de Alejandro,,,,,2649,El hermano burlado,,Entremés,,,,Sainete: La visita de novios,Juan Ponce,Friday
14 Junio 1767,Ponerse hábito sin prueba,,,,,4037,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Saturday
15 Junio 1767,Afectos de odio y amor,,,,,6577,Estudiantes y soldados,,Entremés,,,,Sainete: La falsa devoción,Juan Ponce,Sunday
16 Junio 1767,Afectos de odio y amor,,,,,3753,Estudiantes y soldados,,Entremés,,,,Sainete: La falsa devoción,Juan Ponce,Monday
17 Junio 1767,Afectos de odio y amor,,,,,2245,Estudiantes y soldados,,Entremés,,,,Sainete: La falsa devoción,Juan Ponce,Tuesday
18 Junio 1767,Afectos de odio y amor,,,,,3882,Estudiantes y soldados,,Entremés,,,,Sainete: La falsa devoción,Juan Ponce,Wednesday
19 Junio 1767,El genízaro de Hungría,,,,,2194,Los porfiados,,Entremés,,,,Sainete: El cartel de novias,Juan Ponce,Thursday
20 Junio 1767,El genízaro de Hungría,,,,,1952,Los porfiados,,Entremés,,,,Sainete: El cartel de novias,Juan Ponce,Friday
21 Junio 1767,El genízaro de Hungría,,,,,3075,Los porfiados,,Entremés,,,,Sainete: El cartel de novias,Juan Ponce,Saturday
26 Junio 1767,Las queseras,,,,,3818,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Sunday
27 Junio 1767,Las queseras,,Zarzuela,,,936,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Friday
28 Junio 1767,Las queseras,,Zarzuela,,,3465,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Saturday
29 Junio 1767,Dar la vida por su dama,,Zarzuela,,,1639,El hambriento,,Entremés,,,,Sainete: La junta de payos,Juan Ponce,Sunday
30 Junio 1767,La tía y la sobrina,,,,,855,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Monday
01 Julio 1767,No siempre lo peor es cierto,,,,,868,La hidalga,,Entremés,,,,Sainete: El forastero en la Corte (1ª parte),Juan Ponce,Tuesday
02 Julio 1767,No siempre lo peor es cierto,,,,,838,La hidalga,,Entremés,,,,Sainete: El forastero en la Corte (1ª parte),Juan Ponce,Wednesday
03 Julio 1767,El conde de Saldaña,,,,,1149,Don Terencio,,Entremés,,,,Sainete: La disputa en la tertulia,Juan Ponce,Thursday
04 Julio 1767,El conde de Saldaña,,,,,1016,Don Terencio,,Entremés,,,,Sainete: La disputa en la tertulia,Juan Ponce,Friday
05 Julio 1767,Las queseras,,,,,2285,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Saturday
06 Julio 1767,Las queseras,,Zarzuela,,,1521,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Sunday
07 Julio 1767,Las queseras,,Zarzuela,,,1683,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Monday
08 Julio 1767,Las queseras,,Zarzuela,,,1137,El callejón de la Plaza,,Entremés,,,,Sainete: El espejo de los padres,Juan Ponce,Tuesday
12 Julio 1767,El secreto a voces,,Zarzuela,,,2523,Las mariquitas,,Entremés,,,,Sainete: El maestro de música,Juan Ponce,Wednesday
13 Julio 1767,El socorro de los mantos,,,,,1258,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Sunday
17 Julio 1767,No hay burlas con los cuatro galanes,,,,,1526,,,Entremés,,,,,Juan Ponce,Monday
19 Julio 1767,Las armas de la hermosura,,,,,2231,el mismo,,Entremés,,,,,Juan Ponce,Friday
20 Julio 1767,Yo me entiendo y Dios me entiende (Novena),,,,,2382,,,,,,,,Juan Ponce,Sunday
21 Julio 1767,Yo me entiendo y Dios me entiende,,,,,921,El caballero de Medina,,Entremés,,,,Sainete: La mañana de San Juan,Juan Ponce,Monday
