Performance Date,Play 1 Title,Author 1 Name,Play 1 Genre,Play 1 # of Acts,Play 1 Date of Premier,Play 1 Box Office Receipts,Play 2 Title,Author 2 Name,Play 2 Genre,Play 2 # of Acts,Play 2 Date of Premier,Play 2 Box Office Receipts,Play 3,Company Director,Day of the Week
23 Julio 1767,Las amazonas,,,,,1288,Zancajo y Chinela,,,,,,Sainete: El petimetre,Juan Ponce,Tuesday
25 Julio 1767,El licenciado Vidriera,,,,,2018,Los degollados,,Entremés,,,,Sainete: Criadas y cocheros,Juan Ponce,Thursday
26 Julio 1767,El licenciado Vidriera,,,,,1422,Los degollados,,Entremés,,,,Sainete: Criadas y cocheros,Juan Ponce,Saturday
27 Julio 1767,El desdén con el desdén,,,,,1659,Perico y Marina,,Entremés,,,,Baile: Los tunantes,Juan Ponce,Sunday
30 Julio 1767,Casarse por vengarse,,,,,1192,Los pajes golosos,,Entremés,,,,Sainete: La deuda sin paga,Juan Ponce,Monday
03 Agosto 1767,"Para vencer amor, querer vencerle",,,,,1248,Juan de Aprieta,,Entremés,,,,Sainete: el mismo,Juan Ponce,Thursday
07 Agosto 1767,La dama presidente,,,,,1116,La estera,,Entremés,,,,Sainete: La enferma de mal de boda,Juan Ponce,Monday
09 Agosto 1767,Mudanzas de la fortuna,,,,,908,El fariseo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Friday
10 Agosto 1767,Los áspides de Cleopatra,,,,,1212,La tranca,,Entremés,,,,Baile: El maestro de capilla,Juan Ponce,Sunday
11 Agosto 1767,Doña Inés de Castro,,,,,913,El asaeteado,,Entremés,,,,Baile: el mismo,Juan Ponce,Monday
13 Agosto 1767,Primero es la honra,,,,,1116,Las cortesías,,Entremés,,,,Sainete: La muda enamorada,Juan Ponce,Tuesday
15 Agosto 1767,El castigo de la miseria,,,,,2177,Los buñuelos,,Entremés,,,,Sainete: La gallegada,Juan Ponce,Thursday
16 Agosto 1767,El castigo de la miseria,,,,,1758,Los buñuelos,,Entremés,,,,Sainete: La gallegada,Juan Ponce,Saturday
17 Agosto 1767,El monstruo de los jardines (Hospital),,,,,2177,,,Entremés,,,,,Juan Ponce,Sunday
18 Agosto 1767,El monstruo de los jardines,,,,,1149,Antón el albañil,,Entremés,,,,Sainete: La tertulia de los jueves,Juan Ponce,Monday
21 Agosto 1767,El hechizo de Sevilla,,,,,1538,Niquis noquis,,,,,,Sainete: El Bosco,Juan Ponce,Tuesday
23 Agosto 1767,La niña de Gómez Arias,,,,,2133,Los melones,,Entremés,,,,Sainete: el mismo,Juan Ponce,Friday
24 Agosto 1767,La niña de Gómez Arias,,,,,1766,Los melones,,Entremés,,,,Sainete: el mismo,Juan Ponce,Sunday
25 Agosto 1767,La cisma de Inglaterra,,,,,1710,Candil y garabato,,Entremés,,,,Baile: Las prisiones,Juan Ponce,Monday
28 Agosto 1767,El Caín de Cataluña,,,,,1593,"Francisco, ¿qué tienes?",,Entremés,,,,Baile: el mismo,Juan Ponce,Tuesday
29 Agosto 1767,A buen padre mejor hijo,,,,,1051,Monillo y Talega,,Entremés,,,,Sainete: La riña del ensayo,Juan Ponce,Friday
30 Agosto 1767,A buen padre mejor hijo,,,,,1657,Monillo y Talega,,Entremés,,,,Sainete: La riña del ensayo,Juan Ponce,Saturday
02 Septiembre 1767,Juan Labrador,,,,,1309,Pelicano y Ratón,,Entremés,,,,Sainete: La maja y el penoso,Juan Ponce,Sunday
03 Septiembre 1767,Dar la vida por su dama,,,,,1521,el mismo,,Entremés,,,,Sainete: el mismo,Juan Ponce,Wednesday
06 Septiembre 1767,Cada uno para sí,,,,,2203,Doña Rodríguez,,Entremés,,,,,Juan Ponce,Thursday
07 Septiembre 1767,Cada uno para sí,,,,,805,Doña Rodríguez,,Entremés,,,,,Juan Ponce,Sunday
08 Septiembre 1767,Cada uno para sí,,,,,1712,Doña Rodríguez,,Entremés,,,,,María Hidalgo,Monday
09 Septiembre 1767,El tercero de su afrenta,,,,,619,Los barberos,,Entremés,,,,Baile: La visita de Mariana,María Hidalgo,Tuesday
10 Septiembre 1767,El tercero de su afrenta,,,,,622,Los barberos,,Entremés,,,,Baile: La visita de Mariana,María Hidalgo,Wednesday
11 Septiembre 1767,La cautela en la amistad,,,,,633,,,Entremés,,,,Sainete: La civilización,María Hidalgo,Thursday
12 Septiembre 1767,La cautela en la amistad,,,,,465,,,Entremés,,,,Sainete: La civilización,María Hidalgo,Friday
13 Septiembre 1767,La cautela en la amistad,,,,,1893,,,,,,,Sainete: La civilización,María Hidalgo,Saturday
14 Septiembre 1767,Entre bobos anda el juego,,,,,621,El enmendador,,,,,,Baile: La ronda de amor,María Hidalgo,Sunday
15 Septiembre 1767,Entre bobos anda el juego,,,,,507,El enmendador,,,,,,Baile: La ronda de amor,María Hidalgo,Monday
16 Septiembre 1767,La puente de Mantible,,,,,535,Los condes,,Entremés,,,,Sainete: La chapira,María Hidalgo,Tuesday
17 Septiembre 1767,La puente de Mantible,,,,,710,Los condes,,Entremés,,,,Sainete: La chapira,María Hidalgo,Wednesday
18 Septiembre 1767,Cuantas veo tantas quiero,,,,,624,El pésame de la viuda,,Entremés,,,,Sainete: El alcalde,María Hidalgo,Thursday
19 Septiembre 1767,Cuantas veo tantas quiero,,,,,676,El pésame de la viuda,,Entremés,,,,Sainete: El alcalde,María Hidalgo,Friday
20 Septiembre 1767,Cuantas veo tantas quiero,,,,,1653,El pésame de la viuda,,Entremés,,,,Sainete: El alcalde,María Hidalgo,Saturday
21 Septiembre 1767,La dama duende,,,,,825,El colado,,Entremés,,,,Sainete: La hostería,María Hidalgo,Sunday
22 Septiembre 1767,La dama duende,,,,,289,El colado,,Entremés,,,,Sainete: La hostería,María Hidalgo,Monday
23 Septiembre 1767,El pastelero de Madrigal,,,,,558,El fariseo,,Entremés,,,,,María Hidalgo,Tuesday
24 Septiembre 1767,El pastelero de Madrigal,,,,,564,El fariseo,,Entremés,,,,,María Hidalgo,Wednesday
25 Septiembre 1767,Mañanas de abril y mayo,,,,,579,El sacristán Torote,,Entremés,,,,,María Hidalgo,Thursday
26 Septiembre 1767,Mañanas de abril y mayo,,,,,447,El sacristán Torote,,Entremés,,,,,María Hidalgo,Friday
27 Septiembre 1767,Mañanas de abril y mayo,,,,,1142,El sacristán Torote,,Entremés,,,,,María Hidalgo,Saturday
28 Septiembre 1767,Donde hay odio no hay celos (El amo criado),,,,,669,El astrólogo,,Entremés,,,,Sainete: El vizconde,María Hidalgo,Sunday
29 Septiembre 1767,Donde hay odio no hay celos (El amo criado),,,,,844,El astrólogo,,Entremés,,,,Sainete: El vizconde,María Hidalgo,Monday
30 Septiembre 1767,El príncipe perseguido,,,,,611,Los buñuelos,,Entremés,,,,Sainete: el mismo,María Hidalgo,Tuesday
01 Octubre 1767,El príncipe perseguido,,,,,634,Los buñuelos,,Entremés,,,,Sainete: el mismo,María Hidalgo,Wednesday
02 Octubre 1767,El jardín de Falerina,,,,,1113,La mogiganga,,Entremés,,,,Sainete: El paso de Progne,María Hidalgo,Thursday
03 Octubre 1767,El jardín de Falerina,,,,,746,La mogiganga,,Entremés,,,,Sainete: El paso de Progne,María Hidalgo,Friday
04 Octubre 1767,El jardín de Falerina,,,,,1413,La mogiganga,,Entremés,,,,Sainete: El paso de Progne,María Hidalgo,Saturday
05 Octubre 1767,Apeles y Campaspe,,,,,983,Los porfiados,,Entremés,,,,Sainete: Dominó,María Hidalgo,Sunday
06 Octubre 1767,Apeles y Campaspe,,,,,963,Los porfiados,,Entremés,,,,Sainete: Dominó,María Hidalgo,Monday
07 Octubre 1767,El primer asistente de Sevilla,,,,,845,Los gansos,,Entremés,,,,Sainete: El alcalde burlado,María Hidalgo,Tuesday
08 Octubre 1767,El primer asistente de Sevilla,,,,,806,Los gansos,,Entremés,,,,Sainete: El alcalde burlado,María Hidalgo,Wednesday
09 Octubre 1767,La romera de Santiago,,,,,1516,Las conclusiones,,Entremés,,,,Sainete: El ensayo o turbación de un poeta,María Hidalgo,Thursday
10 Octubre 1767,La romera de Santiago,,,,,1178,Las conclusiones,,Entremés,,,,Sainete: El ensayo o turbación de un poeta,María Hidalgo,Friday
11 Octubre 1767,La romera de Santiago,,,,,4724,Las conclusiones,,Entremés,,,,Sainete: El ensayo o turbación de un poeta,María Hidalgo,Saturday
12 Octubre 1767,El mejor par de los doce,,,,,1858,Las patas de vaca,,Entremés,,,,,María Hidalgo,Sunday
13 Octubre 1767,El mejor par de los doce,,,,,1310,Las patas de vaca,,Entremés,,,,,María Hidalgo,Monday
14 Octubre 1767,Lo que puede la crianza,,,,,925,El hambriento,,Entremés,,,,Sainete: El reto,María Hidalgo,Tuesday
15 Octubre 1767,Lo que puede la crianza,,,,,2338,El hambriento,,Entremés,,,,Sainete: El reto,María Hidalgo,Wednesday
16 Octubre 1767,El diablo predicador,,,,,1931,El pleito y la estera,,Entremés,,,,Sainete: Los sacristanes novios,María Hidalgo,Thursday
17 Octubre 1767,El diablo predicador,,,,,1779,El pleito y la estera,,Entremés,,,,Sainete: Los sacristanes novios,María Hidalgo,Friday
18 Octubre 1767,El diablo predicador,,,,,3761,El pleito y la estera,,Entremés,,,,Sainete: Los sacristanes novios,María Hidalgo,Saturday
19 Octubre 1767,El diablo predicador,,,,,1580,El pleito y la estera,,Entremés,,,,Sainete: Los sacristanes novios,María Hidalgo,Sunday
20 Octubre 1767,El diablo predicador,,,,,1372,El pleito y la estera,,Entremés,,,,Sainete: Los sacristanes novios,María Hidalgo,Monday
21 Octubre 1767,La fuerza del natural,,,,,913,Las bocas grandes,,Entremés,,,,,María Hidalgo,Tuesday
22 Octubre 1767,El valiente Campuzano,,,,,1276,el mismo,,Entremés,,,,Sainete: El ultramarino,María Hidalgo,Wednesday
23 Octubre 1767,El valiente Campuzano,,,,,871,el mismo,,Entremés,,,,Sainete: El ultramarino,María Hidalgo,Thursday
24 Octubre 1767,Sesostris,,,,,5056,,,Entremés,,,,Sainete: La fineza en los ausentes,María Hidalgo,Friday
25 Octubre 1767,Sesostris,,,,,5753,,,Entremés,,,,Sainete: La fineza en los ausentes,María Hidalgo,Saturday
26 Octubre 1767,Sesostris,,,,,4198,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Sunday
27 Octubre 1767,Sesostris,,,,,3753,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Monday
28 Octubre 1767,Sesostris,,,,,5091,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Tuesday
29 Octubre 1767,Sesostris,,,,,3686,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Wednesday
30 Octubre 1767,Sesostris,,,,,3133,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Thursday
31 Octubre 1767,Sesostris,,,,,2600,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Friday
02 Noviembre 1767,Sesostris,,,,,2785,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Saturday
03 Noviembre 1767,Sesostris,,,,,1918,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Monday
04 Noviembre 1767,Sesostris,,,,,2293,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Tuesday
05 Noviembre 1767,Sesostris,,,,,1940,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Wednesday
06 Noviembre 1767,Sesostris,,,,,1203,,,,,,,Sainete: La fineza en los ausentes,María Hidalgo,Thursday
07 Noviembre 1767,El mayor triunfo de amor,,,,,2371,El paloteado,,,,,,Sainete: Los dos teatros,María Hidalgo,Friday
08 Noviembre 1767,El mayor triunfo de amor,,,,,3261,El paloteado,,,,,,Sainete: Los dos teatros,María Hidalgo,Saturday
09 Noviembre 1767,El mayor triunfo de amor,,,,,1885,El paloteado,,Entremés,,,,Sainete: Los dos teatros,María Hidalgo,Sunday
10 Noviembre 1767,El mayor triunfo de amor,,,,,1420,El paloteado,,Entremés,,,,Sainete: Los dos teatros,María Hidalgo,Monday
11 Noviembre 1767,El mentiroso en la Corte,,,,,1159,Zancajo y Chinela,,Entremés,,,,Sainete: Las Vistillas,María Hidalgo,Tuesday
12 Noviembre 1767,El mentiroso en la Corte,,,,,529,Zancajo y Chinela,,Entremés,,,,Sainete: Las Vistillas,María Hidalgo,Wednesday
13 Noviembre 1767,El primer cerco de Roma,,,,,1431,Las teresas,,Entremés,,,,Sainete: Ayala solo,María Hidalgo,Thursday
14 Noviembre 1767,El primer cerco de Roma,,,,,1366,Las teresas,,Entremés,,,,Sainete: Ayala solo,María Hidalgo,Friday
15 Noviembre 1767,El primer cerco de Roma,,,,,3836,Las teresas,,Entremés,,,,Sainete: Ayala solo,María Hidalgo,Saturday
16 Noviembre 1767,El bastardo de Aragón,,,,,2316,La burla del ropero,,Entremés,,,,Sainete: Pacora,María Hidalgo,Sunday
17 Noviembre 1767,El bastardo de Aragón,,,,,1459,La burla del ropero,,Entremés,,,,Sainete: Pacora,María Hidalgo,Monday
18 Noviembre 1767,La fingida Arcadia,,,,,903,La cena de Baltasara,,Entremés,,,,,María Hidalgo,Tuesday
19 Noviembre 1767,La fingida Arcadia,,,,,720,La cena de Baltasara,,Entremés,,,,,María Hidalgo,Wednesday
20 Noviembre 1767,El guapo Francisco Esteban,,,,,1100,El espejo,,Entremés,,,,Sainete: El músico de repente,María Hidalgo,Thursday
21 Noviembre 1767,El guapo Francisco Esteban,,,,,1342,El espejo,,Entremés,,,,Sainete: El músico de repente,María Hidalgo,Friday
22 Noviembre 1767,El guapo Francisco Esteban,,,,,2213,El espejo,,Entremés,,,,Sainete: El músico de repente,María Hidalgo,Saturday
23 Noviembre 1767,El mariscal de Virón,,,,,1487,Los pajes golosos,,Entremés,,,,Baile: El pancaro,María Hidalgo,Sunday
24 Noviembre 1767,El mariscal de Virón,,,,,916,Los pajes golosos,,Entremés,,,,Baile: El pancaro,María Hidalgo,Monday
25 Noviembre 1767,No puede ser guardar una mujer,,,,,1238,Colado,,Entremés,,,,Sainete: La mal casada,María Hidalgo,Tuesday
26 Noviembre 1767,También por la voz hay dicha,,,,,3905,El dragoncillo,,Entremés,,,,Sainete: Artaretes,María Hidalgo,Wednesday
27 Noviembre 1767,También por la voz hay dicha,,,,,2682,El dragoncillo,,Entremés,,,,Sainete: Artaretes,María Hidalgo,Thursday
28 Noviembre 1767,También por la voz hay dicha,,,,,1411,El dragoncillo,,Entremés,,,,Sainete: Artaretes,María Hidalgo,Friday
29 Noviembre 1767,También por la voz hay dicha,,,,,2483,El dragoncillo,,Entremés,,,,Sainete: Artaretes,María Hidalgo,Saturday
30 Noviembre 1767,También por la voz hay dicha,,,,,1872,El dragoncillo,,Entremés,,,,Sainete: Artaretes,María Hidalgo,Sunday
01 Diciembre 1767,La lindona de Galicia,,,,,893,El sí,,Entremés,,,,Baile: La novia para otro,María Hidalgo,Monday
02 Diciembre 1767,La lindona de Galicia,,,,,487,El sí,,Entremés,,,,Baile: La novia para otro,María Hidalgo,Tuesday
03 Diciembre 1767,Fingir sabe el honor brujos,,,,,4821,,,Entremés,,,,Sainetes,María Hidalgo,Wednesday
04 Diciembre 1767,Fingir sabe el honor brujos,,,,,2777,,,Entremés,,,,Sainetes,María Hidalgo,Thursday
05 Diciembre 1767,Fingir sabe el honor brujos,,,,,1475,,,,,,,Sainetes,María Hidalgo,Friday
06 Diciembre 1767,La ventura en el naufragio,,,,,5164,El alcalde contra amor,,,,,,,María Hidalgo,Saturday
07 Diciembre 1767,La ventura en el naufragio,,Folla,,,1556,El alcalde contra amor,,,,,,,María Hidalgo,Sunday
08 Diciembre 1767,La ventura en el naufragio,,Folla,,,2041,El alcalde contra amor,,Entremés,,,,,María Hidalgo,Monday
09 Diciembre 1767,La ventura en el naufragio,,Folla,,,1235,El alcalde contra amor,,Entremés,,,,,María Hidalgo,Tuesday
10 Diciembre 1767,La presunción y la hermosa,,Folla,,,781,La duca,,Entremés,,,,,María Hidalgo,Wednesday
11 Diciembre 1767,La presunción y la hermosa,,,,,351,La duca,,Entremés,,,,,María Hidalgo,Thursday
12 Diciembre 1767,Cuantas veo tantas quiero,,,,,660,Las colas,,Entremés,,,,Sainete: Ropita,María Hidalgo,Friday
13 Diciembre 1767,Cuantas veo tantas quiero,,,,,1140,Las colas,,Entremés,,,,Sainete: Ropita,María Hidalgo,Saturday
14 Diciembre 1767,La cortesana en la sierra,,,,,709,El mudo burlado,,Entremés,,,,,María Hidalgo,Sunday
15 Diciembre 1767,La cortesana en la sierra,,,,,566,El mudo burlado,,Entremés,,,,,María Hidalgo,Monday
16 Diciembre 1767,El amo criado,,,,,548,,,Entremés,,,,,María Hidalgo,Tuesday
17 Diciembre 1767,El tercero de su afrenta,,,,,1387,,,Entremés,,,,,María Hidalgo,Wednesday
18 Diciembre 1767,El tercero de su afrenta,,,,,1213,,,,,,,,María Hidalgo,Thursday
19 Diciembre 1767,El falso nuncio de Portugal,,,,,834,,,,,,,,María Hidalgo,Friday
20 Diciembre 1767,El falso nuncio de Portugal,,,,,1750,,,,,,,,María Hidalgo,Saturday
21 Diciembre 1767,El falso nuncio de Portugal,,,,,1266,,,,,,,,María Hidalgo,Sunday
25 Diciembre 1767,El anillo de Giges (3ª parte),,,,,5667,El burro,,,,,,Sainete: El mal casado,María Hidalgo,Monday
26 Diciembre 1767,El anillo de Giges (3ª parte),,,,,5645,El burro,,,,,,Sainete: El mal casado,María Hidalgo,Friday
27 Diciembre 1767,El anillo de Giges (3ª parte),,,,,6287,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Saturday
28 Diciembre 1767,El anillo de Giges (3ª parte),,,,,5274,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Sunday
29 Diciembre 1767,El anillo de Giges (3ª parte),,,,,3626,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Monday
30 Diciembre 1767,El anillo de Giges (3ª parte),,,,,2451,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Tuesday
31 Diciembre 1767,El anillo de Giges (3ª parte),,,,,3544,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Wednesday
01 Enero 1768,El anillo de Giges (3ª parte),,,,,5135,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Thursday
02 Enero 1768,El anillo de Giges (3ª parte),,,,,2769,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Friday
03 Enero 1768,El anillo de Giges (3ª parte),,,,,5108,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Saturday
04 Enero 1768,El anillo de Giges (3ª parte),,,,,2626,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Sunday
05 Enero 1768,El anillo de Giges (3ª parte),,,,,1701,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Monday
06 Enero 1768,El anillo de Giges (3ª parte),,,,,3497,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Tuesday
07 Enero 1768,El anillo de Giges (3ª parte),,,,,1882,El burro,,Entremés,,,,Sainete: El mal casado,María Hidalgo,Wednesday
08 Enero 1768,*Los villanos en la Corte,,,,,3146,,,Entremés,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Thursday
09 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,2262,,,Entremés,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Friday
10 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,5844,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Saturday
11 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,2920,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Sunday
12 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,2349,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Monday
13 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,1431,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Tuesday
14 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,1764,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Wednesday
15 Enero 1768,*Los villanos en la Corte,,Zarzuela,,1767,1788,,,,,,,Contradanza; Fin de fiesta: La botillería,María Hidalgo,Thursday
16 Enero 1768,Gustos y disgustos de esta vida,,Zarzuela,,1767,1419,Los médicos,,,,,,Sainete: Los aderezos,María Hidalgo,Friday
17 Enero 1768,Gustos y disgustos de esta vida,,,,,2787,Los médicos,,,,,,Sainete: Los aderezos,María Hidalgo,Saturday
18 Enero 1768,Pedro Vayalarde (1ª parte),,,,,3782,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Sunday
19 Enero 1768,Pedro Vayalarde (1ª parte),,,,,3497,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Monday
20 Enero 1768,Pedro Vayalarde (1ª parte),,,,,3814,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Tuesday
21 Enero 1768,Pedro Vayalarde (1ª parte),,,,,3415,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Wednesday
22 Enero 1768,Pedro Vayalarde (1ª parte),,,,,1915,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Thursday
23 Enero 1768,Pedro Vayalarde (1ª parte),,,,,4031,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Friday
24 Enero 1768,Pedro Vayalarde (1ª parte),,,,,5226,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Saturday
25 Enero 1768,Pedro Vayalarde (1ª parte),,,,,2559,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Sunday
26 Enero 1768,Pedro Vayalarde (1ª parte),,,,,1513,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Monday
27 Enero 1768,Pedro Vayalarde (1ª parte),,,,,737,El mesonero burlado,,Entremés,,,,Sainete: El reverso del sarao,María Hidalgo,Tuesday
28 Enero 1768,El príncipe tonto,,,,,2199,El hambriento,,Entremés,,,,Baile: El indiano de Lima,María Hidalgo,Wednesday
